SECCODE;BUYSELL;TIME;TRADENO;PRICE;VOLUME
USD000UTSTOM;S;100000044294;;69.78;2000
USD000UTSTOM;S;100000061749;;69.59;300000
EUR_RUB__TOM;B;100000073983;;77.02;5000
EUR_RUB__TOM;B;100000079785;;77.20;20000
EUR_RUB__TOM;B;100000082614;;77.21;25000
EUR_RUB__TOM;S;100000083598;;81.50;2000
EUR_RUB__TOM;B;100000085389;;77.80;1000
EUR_RUB__TOM;B;100000088166;;77.95;15000
USD000UTSTOM;B;100000099429;;69.26;125000
USDRUB_SPT;B;100000100002;;69.26;100000
USDRUB_SPT;S;100000100016;;69.61;200000
EUR_RUB__TOM;S;100000101096;;80.00;19000
EUR_RUB__TOM;S;100000106017;;80.00;20000
EUR_RUB__TOM;B;100000108500;;78.01;5000
EUR_RUB__TOM;B;100000116068;;78.43;1000
EUR_RUB__TOM;S;100000118658;;80.00;25000
EUR_RUB__TOM;S;100000126118;;80.00;55000
EUR_RUB__TOM;B;100000133647;;78.43;1000
EUR_RUB__TOM;B;100000143682;;78.85;8000
EUR_RUB__TOM;S;100000146061;;80.00;58000
EUR_RUB__TOM;S;100000148653;;80.00;94000
EUR_RUB__TOM;S;100000150796;;80.00;95000
EUR_RUB__TOM;S;100000151108;;79.90;1000
EUR_RUB__TOM;S;100000168288;;79.90;21000
EUR_RUB__TOM;B;100000192130;;79.02;1000000
EURUSD000TOM;S;100000197901;;1.15;500000
EURUSD000TOM;B;100000200686;;1.14;500000
USDRUB_SPT;S;100000233012;;69.58;100000
USDRUB_SPT;S;100000233453;;69.60;100000
EUR_RUB__TOM;S;100000239816;;79.90;25000
EUR_RUB__TOM;B;100000249924;;79.31;5000
EUR_RUB__TOM;B;100000254839;;79.55;9000
EUR_RUB__TOM;S;100000262415;;79.70;14000
USD000UTSTOM;B;100000272925;;69.28;125000
USDRUB_SPT;B;100000273367;;69.28;100000
USDRUB_SPT;B;100000273805;;69.27;100000
GBPRUB_TOM;B;100000280071;;85.76;8000
GBPRUB_TOM;B;100000284936;;87.60;1000
GBPRUB_TOM;B;100000287437;;87.81;1000
GBPRUB_TOM;S;100000289950;;95.00;14000
GBPRUB_TOM;S;100000292481;;89.50;5000
GLDRUB_TOM;S;100000293959;;2912.00;10
USDRUB_SPT;S;100000333387;;69.58;100000
USDRUB_SPT;S;100000333807;;69.60;100000
USDRUB_SPT;B;100000373826;;69.28;100000
USDRUB_SPT;B;100000374268;;69.27;100000
SLVRUB_TOM;S;100000409752;;34.44;100
SLVRUB_TOM;S;100000416310;;34.22;100
USDRUB_SPT;S;100000434169;;69.58;100000
USDRUB_SPT;S;100000434619;;69.60;100000
USD000UTSTOM;B;100000471289;;69.30;125000
USDRUB_SPT;B;100000473875;;69.30;100000
USDRUB_SPT;B;100000474336;;69.27;100000
EUR_RUB__TOM;B;100000479006;;79.55;16000
EUR_RUB__TOM;B;100000481828;;79.55;23000
SLVRUB_TOM;B;100000517643;;31.00;100
EUR_RUB__TOM;S;100000524044;;79.67;1000
USDRUB_SPT;S;100000535433;;69.58;100000
USDRUB_SPT;S;100000535854;;69.60;100000
USDRUB_SPT;B;100000574885;;69.30;200000
USDRUB_SPT;B;100000575346;;69.27;200000
CNYRUB_TOM;S;100000594079;;10.48;400000
CNYRUB_TOM;B;100000605365;;9.72;350000
GBPRUB_TOM;S;100000617706;;88.88;3000
USDRUB_SPT;S;100000635408;;69.58;100000
USDRUB_SPT;S;100000635856;;69.59;100000
USDRUB_SPT;B;100000675969;;69.30;200000
USDRUB_SPT;B;100000676439;;69.28;200000
USDRUB_SPT;S;100000735461;;69.58;100000
USDRUB_SPT;S;100000735886;;69.59;100000
USDRUB_SPT;B;100000777088;;69.30;200000
USDRUB_SPT;B;100000777508;;69.28;200000
USDRUB_SPT;S;100000835827;;69.58;100000
USDRUB_SPT;S;100000836279;;69.59;100000
USDRUB_SPT;B;100000862161;;69.39;100000
USDRUB_SPT;B;100000862572;;69.28;100000
USDRUB_SPT;S;100000938318;;69.54;100000
USDRUB_SPT;S;100000938770;;69.59;100000
USDRUB_SPT;B;100000962469;;69.47;100000
USDRUB_SPT;B;100000962878;;69.28;100000
USDRUB_SPT;S;100001038546;;69.61;200000
USDRUB_SPT;S;100001038969;;69.58;100000
USDRUB_SPT;S;100001039410;;69.60;100000
USDRUB_SPT;S;100001057146;;69.61;200000
USDRUB_SPT;S;100001057586;;69.60;100000
USDRUB_SPT;S;100001057998;;69.60;100000
USDRUB_SPT;B;100001063120;;69.39;100000
USDRUB_SPT;B;100001063539;;69.29;100000
USD000UTSTOM;B;100001086691;;69.30;130000
USDRUB_SPT;S;100001158269;;69.52;100000
USDRUB_SPT;S;100001158713;;69.60;100000
USDRUB_SPT;B;100001164447;;69.45;100000
USDRUB_SPT;B;100001164887;;69.29;100000
USD000UTSTOM;B;100001174201;;69.31;2000
USD000UTSTOM;B;100001179832;;69.36;2000
USD000UTSTOM;S;100001191060;;69.57;1000
USD000UTSTOM;B;100001215146;;69.52;3000
USD000UTSTOM;B;100001225762;;69.53;58000
USD000UTSTOM;S;100001230942;;69.56;151000
USDRUB_SPT;S;100001258621;;69.52;100000
USDRUB_SPT;S;100001259075;;69.60;100000
USDRUB_SPT;B;100001264404;;69.48;100000
USDRUB_SPT;B;100001264813;;69.29;100000
USDRUB_SPT;S;100001358379;;69.52;100000
USDRUB_SPT;S;100001358799;;69.60;100000
USDRUB_SPT;B;100001366796;;69.47;100000
USDRUB_SPT;B;100001367204;;69.29;100000
USDRUB_SPT;S;100001459077;;69.52;100000
USDRUB_SPT;S;100001459541;;69.59;100000
USDRUB_SPT;B;100001467898;;69.47;100000
USDRUB_SPT;B;100001468316;;69.30;100000
USDRUB_SPT;S;100001560384;;69.52;100000
USDRUB_SPT;S;100001560799;;69.59;100000
USDRUB_SPT;B;100001568866;;69.47;100000
USDRUB_SPT;B;100001569316;;69.30;100000
USDRUB_SPT;S;100001660435;;69.52;100000
USDRUB_SPT;S;100001660887;;69.59;100000
USDRUB_SPT;B;100001668462;;69.47;100000
USDRUB_SPT;B;100001668908;;69.30;100000
USDRUB_SPT;S;100001762490;;69.52;100000
USDRUB_SPT;S;100001762921;;69.59;100000
USDRUB_SPT;B;100001770823;;69.47;100000
USDRUB_SPT;B;100001771262;;69.30;100000
USDRUB_SPT;S;100001862646;;69.52;100000
USDRUB_SPT;S;100001863099;;69.58;100000
USDRUB_SPT;B;100001871233;;69.47;100000
USDRUB_SPT;B;100001871690;;69.31;100000
USDRUB_SPT;S;100001967041;;69.52;100000
USDRUB_SPT;S;100001967471;;69.58;100000
USDRUB_SPT;B;100001972220;;69.47;100000
USDRUB_SPT;B;100001972624;;69.31;100000
USDRUB_SPT;S;100002070320;;69.52;100000
USDRUB_SPT;S;100002070726;;69.58;100000
USDRUB_SPT;B;100002073585;;69.47;100000
USDRUB_SPT;B;100002074016;;69.31;100000
USDRUB_SPT;S;100002172768;;69.52;100000
USDRUB_SPT;S;100002173232;;69.58;100000
USDRUB_SPT;B;100002173413;;69.47;100000
USDRUB_SPT;B;100002173832;;69.31;100000
USDRUB_SPT;B;100002281925;;69.47;100000
USDRUB_SPT;S;100002281935;;69.52;100000
USDRUB_SPT;B;100002282383;;69.32;100000
USDRUB_SPT;S;100002282435;;69.57;100000
USDRUB_SPT;B;100002387061;;69.47;100000
USDRUB_SPT;S;100002387072;;69.52;100000
USDRUB_SPT;B;100002387510;;69.32;100000
USDRUB_SPT;S;100002387543;;69.57;100000
USDRUB_SPT;S;100002429515;;69.57;100000
USDRUB_SPT;S;100002432527;;-;-
USDRUB_SPT;B;100002432539;;-;-
USDRUB_SPT;B;100002432820;;69.32;100000
USDRUB_SPT;S;100002432839;;69.57;100000
USDRUB_SPT;B;100002435239;;-;-
USDRUB_SPT;S;100002435246;;-;-
USDRUB_SPT;B;100002965647;;69.47;100000
USDRUB_SPT;S;100002965656;;69.52;100000
USDRUB_SPT;B;100003415643;;69.47;100000
USDRUB_SPT;B;100003424373;;-;-
USDRUB_SPT;S;100003424390;;-;-
USDRUB_SPT;B;100003621233;;69.47;100000
USDRUB_SPT;S;100003621248;;69.52;100000
USDRUB_SPT;S;100003676361;;-;-
USDRUB_SPT;B;100003676381;;-;-
USDRUB_SPT;B;100003774266;;69.47;100000
USDRUB_SPT;S;100003774275;;69.52;100000
USDRUB_SPT;B;100004016179;;69.47;100000
USDRUB_SPT;B;100004016677;;69.47;100000
USDRUB_SPT;B;100004027461;;-;-
USDRUB_SPT;S;100004027473;;-;-
USD000UTSTOM;B;100005680407;185981525;69.56;151000
USD000UTSTOM;B;100005680407;;69.56;669000
USD000UTSTOM;S;100005680407;185981525;69.56;151000
USD000UTSTOM;S;100005680407;;69.57;1000
USDRUB_SPT;B;100005768136;;69.56;200000
USDRUB_SPT;S;100005768146;;69.61;200000
USDRUB_SPT;B;100005768516;;-;-
USDRUB_SPT;S;100005768559;;-;-
USD000UTSTOM;B;100005769326;185981526;69.56;34000
USD000UTSTOM;B;100005769326;;69.56;635000
USD000UTSTOM;S;100005769326;;69.55;34000
USD000UTSTOM;S;100005769326;185981526;69.56;34000
USD000UTSTOM;S;100005769326;;69.57;1000
USD000UTSTOM;B;100005769671;185981527;69.56;31000
USD000UTSTOM;B;100005769671;;69.56;604000
USD000UTSTOM;S;100005769671;;69.55;31000
USD000UTSTOM;S;100005769671;185981527;69.56;31000
USD000UTSTOM;S;100005769671;;69.57;1000
USD000UTSTOM;B;100005770006;185981528;69.56;25000
USD000UTSTOM;B;100005770006;;69.56;579000
USD000UTSTOM;S;100005770006;;69.55;25000
USD000UTSTOM;S;100005770006;185981528;69.56;25000
USD000UTSTOM;S;100005770006;;69.57;1000
USD000UTSTOM;B;100005770362;185981529;69.56;410000
USD000UTSTOM;B;100005770362;;69.56;169000
USD000UTSTOM;S;100005770362;;69.55;410000
USD000UTSTOM;S;100005770362;185981529;69.56;410000
USD000UTSTOM;S;100005770362;;69.57;1000
USDRUB_SPT;S;100005770776;;69.61;200000
USDRUB_SPT;B;100005770811;;69.56;200000
USDRUB_SPT;S;100005771120;;-;-
USDRUB_SPT;B;100005771176;;-;-
USD000UTSTOM;B;100005793636;185981530;69.56;150000
USD000UTSTOM;B;100005793636;;69.56;19000
USD000UTSTOM;S;100005793636;;69.56;150000
USD000UTSTOM;S;100005793636;185981530;69.56;150000
USD000UTSTOM;S;100005793636;;69.57;1000
USD000UTSTOM;B;100005793796;185981531;69.56;19000
USD000UTSTOM;B;100005793796;;69.53;58000
USD000UTSTOM;S;100005793796;;69.56;150000
USD000UTSTOM;S;100005793796;185981531;69.56;19000
USD000UTSTOM;S;100005793796;;69.56;131000
USD000UTSTOM;S;100005793796;;69.57;1000
USDRUB_SPT;B;100005794444;;69.49;200000
USDRUB_SPT;S;100005794453;;69.54;100000
USD000UTSTOM;S;100005807017;;69.55;90000
USD000UTSTOM;S;100005807163;;69.54;79000
USDRUB_SPT;B;100005809784;;69.49;100000
USD000UTSTOM;S;100005845495;;69.55;90000
USDRUB_SPT;S;100005898084;;69.54;100000
USDRUB_SPT;B;100005914265;;69.50;200000
USDRUB_SPT;B;100005914693;;69.49;200000
USDRUB_SPT;B;100005967338;;69.50;100000
USDRUB_SPT;B;100005967791;;69.49;100000
USDRUB_SPT;B;100006067425;;69.51;100000
USDRUB_SPT;B;100006067884;;69.49;100000
USDRUB_SPT;B;100006170012;;69.51;100000
USDRUB_SPT;B;100006170496;;69.50;100000
USDRUB_SPT;B;100006275308;;69.51;100000
USDRUB_SPT;B;100006275765;;69.50;100000
USDRUB_SPT;S;100006351723;;69.54;100000
USD000UTSTOM;S;100006357850;;69.54;55000
USDRUB_SPT;B;100006376157;;69.51;100000
USDRUB_SPT;B;100006376635;;69.50;100000
USDRUB_SPT;B;100006483677;;69.51;100000
USDRUB_SPT;B;100006484136;;69.50;100000
USDRUB_SPT;B;100006584132;;69.51;100000
USDRUB_SPT;B;100006584572;;69.51;100000
USD000UTSTOM;B;100006629844;185981532;69.53;58000
USD000UTSTOM;B;100006629844;;69.52;3000
USD000UTSTOM;S;100006629844;;69.53;200000
USD000UTSTOM;S;100006629844;185981532;69.53;58000
USD000UTSTOM;S;100006629844;;69.53;142000
USDRUB_SPT;S;100006630415;;69.54;100000
USDRUB_SPT;B;100006686157;;69.51;100000
USDRUB_SPT;B;100006785695;;69.51;100000
USDRUB_SPT;B;100006935139;;69.51;200000
USDRUB_SPT;B;100006937724;;69.51;100000
USDRUB_SPT;S;100007010358;;69.54;200000
USDRUB_SPT;B;100007155664;;69.51;100000
USDRUB_SPT;B;100007255939;;69.51;100000
USDRUB_SPT;S;100007296592;;69.54;100000
USDRUB_SPT;B;100007340900;;69.51;100000
USDRUB_SPT;B;100007444802;;69.51;100000
USDRUB_SPT;B;100007529904;;69.51;100000
USDRUB_SPT;B;100007630492;;69.51;100000
USDRUB_SPT;B;100007731183;;69.51;100000
USDRUB_SPT;B;100007748534;;69.51;100000
USDRUB_SPT;B;100007850746;;69.51;100000
USDRUB_SPT;B;100007851212;;69.51;100000
USDRUB_SPT;B;100007938847;;69.51;100000
USDRUB_SPT;B;100008042424;;69.51;100000
USDRUB_SPT;B;100008042899;;69.51;100000
USDRUB_SPT;B;100008143317;;69.51;100000
USDRUB_SPT;B;100008158008;;69.51;100000
USDRUB_SPT;B;100008263479;;69.51;100000
USDRUB_SPT;B;100008263957;;69.51;100000
USDRUB_SPT;B;100008365774;;69.51;100000
USDRUB_SPT;B;100008373679;;69.51;100000
USDRUB_SPT;B;100008506700;;69.51;100000
USDRUB_SPT;B;100008607205;;69.51;100000
USDRUB_SPT;B;100008623195;;69.51;100000
USDRUB_SPT;B;100008722967;;69.51;100000
USDRUB_SPT;B;100008748667;;69.50;100000
USDRUB_SPT;B;100008861335;;69.51;100000
USDRUB_SPT;B;100008861838;;69.50;100000
USDRUB_SPT;B;100008908272;;69.50;100000
USDRUB_SPT;B;100009008419;;69.50;100000
USDRUB_SPT;B;100009126683;;69.50;100000
USDRUB_SPT;B;100009241595;;69.51;100000
USDRUB_SPT;B;100009242078;;69.50;100000
USDRUB_SPT;B;100009251527;;69.50;100000
USDRUB_SPT;B;100009353239;;69.50;100000
USDRUB_SPT;B;100009469669;;69.50;100000
USD000UTSTOM;B;100011517771;185981533;69.53;9000
USD000UTSTOM;S;100011517771;185981533;69.53;9000
USD000UTSTOM;S;100011517771;;69.53;133000
USDRUB_SPT;B;100012024144;;69.51;100000
USDRUB_SPT;B;100012024614;;69.50;100000
USDRUB_SPT;B;100012126066;;69.51;100000
USDRUB_SPT;B;100012373665;;69.51;200000
USDRUB_SPT;B;100012376729;;69.51;100000
USDRUB_SPT;B;100012478120;;69.51;100000
USDRUB_SPT;B;100012577879;;69.51;100000
USDRUB_SPT;B;100012623348;;69.51;100000
USDRUB_SPT;B;100012733283;;69.51;100000
USDRUB_SPT;B;100012844980;;69.51;100000
USDRUB_SPT;B;100012873489;;69.51;100000
USDRUB_SPT;B;100012975133;;69.51;100000
USDRUB_SPT;B;100013083980;;69.51;100000
USDRUB_SPT;B;100013123370;;69.51;100000
USDRUB_SPT;B;100013231729;;69.51;100000
USDRUB_SPT;B;100013342132;;69.51;100000
USDRUB_SPT;B;100013405328;;69.51;200000
USDRUB_SPT;B;100013408114;;69.51;100000
USDRUB_SPT;B;100013528423;;69.51;200000
USDRUB_SPT;B;100013531125;;69.51;100000
USDRUB_SPT;B;100013623534;;69.51;200000
USDRUB_SPT;B;100013626408;;69.51;100000
USDRUB_SPT;B;100013777880;;69.51;200000
USDRUB_SPT;B;100013780620;;69.51;100000
USDRUB_SPT;B;100013842108;;69.51;200000
USDRUB_SPT;B;100013845006;;69.51;100000
USDRUB_SPT;B;100013957861;;69.51;100000
USDRUB_SPT;B;100013967387;;69.51;200000
USDRUB_SPT;B;100013970403;;69.51;100000
USDRUB_SPT;B;100014092469;;69.51;200000
USDRUB_SPT;B;100014095648;;69.51;100000
USDRUB_SPT;B;100014189172;;69.51;100000
USDRUB_SPT;S;100014189202;;69.55;100000
USDRUB_SPT;B;100014299916;;69.51;100000
USDRUB_SPT;B;100014300414;;69.51;100000
USDRUB_SPT;B;100014403229;;69.51;100000
USDRUB_SPT;B;100014403713;;69.51;100000
USDRUB_SPT;B;100014434349;;69.51;200000
USDRUB_SPT;B;100014437434;;69.51;100000
USDRUB_SPT;S;100014437438;;69.55;200000
USDRUB_SPT;S;100014501455;;69.55;100000
USDRUB_SPT;B;100014543468;;69.51;100000
USDRUB_SPT;B;100014543951;;69.51;100000
USDRUB_SPT;B;100014644928;;69.51;100000
USDRUB_SPT;B;100014645381;;69.51;100000
USDRUB_SPT;B;100014701518;;69.51;200000
USDRUB_SPT;B;100014704274;;69.51;100000
USDRUB_SPT;S;100014704279;;69.55;200000
USDRUB_SPT;S;100014751341;;69.55;100000
USDRUB_SPT;B;100014822121;;69.51;100000
USDRUB_SPT;B;100014822595;;69.51;100000
USDRUB_SPT;B;100014842182;;69.51;200000
USDRUB_SPT;B;100014845361;;69.51;100000
USDRUB_SPT;S;100014851145;;69.55;200000
USD000UTSTOM;B;100014859721;185981534;69.52;1000
USD000UTSTOM;B;100014859721;;69.52;2000
USD000UTSTOM;S;100014859721;185981534;69.52;1000
USDRUB_SPT;S;100014906134;;69.55;100000
USDRUB_SPT;B;100014945029;;69.51;100000
USDRUB_SPT;B;100014945456;;69.51;100000
USDRUB_SPT;B;100015027611;;69.51;200000
USDRUB_SPT;B;100015030417;;69.51;100000
USDRUB_SPT;S;100015030422;;69.55;200000
USDRUB_SPT;S;100015061941;;69.55;100000
USDRUB_SPT;B;100015136291;;69.51;100000
USDRUB_SPT;B;100015136752;;69.51;100000
USDRUB_SPT;B;100015201834;;69.51;200000
USDRUB_SPT;B;100015204631;;69.51;100000
USDRUB_SPT;S;100015204636;;69.55;200000
USDRUB_SPT;B;100015309224;;69.51;200000
USDRUB_SPT;B;100015311980;;69.51;100000
USDRUB_SPT;S;100015311989;;69.55;100000
USDRUB_SPT;B;100015412376;;69.51;100000
USDRUB_SPT;B;100015412809;;69.51;100000
USDRUB_SPT;B;100015512564;;69.51;100000
USDRUB_SPT;B;100015592160;;69.51;200000
USDRUB_SPT;B;100015594949;;69.51;100000
USDRUB_SPT;B;100015695074;;69.51;100000
USDRUB_SPT;B;100015795346;;69.51;100000
USDRUB_SPT;B;100015873375;;69.51;200000
USDRUB_SPT;B;100015876316;;69.51;100000
USDRUB_SPT;B;100015998492;;69.51;200000
USDRUB_SPT;B;100016001454;;69.51;100000
USDRUB_SPT;B;100016106226;;69.51;100000
USDRUB_SPT;B;100016211146;;69.52;100000
USDRUB_SPT;B;100016211584;;69.51;100000
USDRUB_SPT;B;100016248438;;69.51;200000
USDRUB_SPT;B;100016251341;;69.51;100000
USDRUB_SPT;B;100016373473;;69.51;200000
USDRUB_SPT;B;100016376422;;69.51;100000
USDRUB_SPT;B;100016486166;;69.51;100000
USDRUB_SPT;B;100016590571;;69.51;100000
USDRUB_SPT;B;100016653198;;69.51;200000
USDRUB_SPT;B;100016655977;;69.51;100000
USDRUB_SPT;B;100016777515;;69.51;200000
USDRUB_SPT;B;100016780252;;69.51;100000
USDRUB_SPT;B;100016880215;;69.51;100000
USDRUB_SPT;B;100016989584;;69.51;100000
USDRUB_SPT;B;100017060459;;69.51;200000
USDRUB_SPT;B;100017063313;;69.51;100000
USDRUB_SPT;B;100017199422;;69.51;200000
USDRUB_SPT;B;100017202477;;69.51;100000
USDRUB_SPT;B;100017311382;;69.51;100000
USDRUB_SPT;B;100017422752;;69.51;100000
USDRUB_SPT;B;100017434311;;69.51;200000
USDRUB_SPT;B;100017437103;;69.51;100000
USDRUB_SPT;B;100017541992;;69.51;100000
USDRUB_SPT;B;100017643509;;69.51;100000
USDRUB_SPT;B;100017751062;;69.51;100000
USDRUB_SPT;B;100017780282;;69.51;200000
USDRUB_SPT;B;100017783055;;69.51;100000
USDRUB_SPT;B;100017903022;;69.51;200000
USDRUB_SPT;B;100017905864;;69.51;100000
USDRUB_SPT;B;100018012225;;69.51;100000
USDRUB_SPT;B;100018126562;;69.51;100000
USDRUB_SPT;B;100018201526;;69.51;200000
USDRUB_SPT;B;100018204286;;69.51;100000
USDRUB_SPT;B;100018310609;;69.51;100000
USDRUB_SPT;B;100018411660;;69.51;100000
SLVRUB_TOM;B;100018434393;;31.00;400
USDRUB_SPT;B;100018517419;;69.51;100000
USDRUB_SPT;B;100018528522;;69.51;200000
USDRUB_SPT;B;100018531381;;69.51;100000
USDRUB_SPT;B;100018652646;;69.51;200000
USDRUB_SPT;B;100018655397;;69.51;100000
USDRUB_SPT;B;100018757854;;69.51;100000
USDRUB_SPT;B;100018860705;;69.51;100000
USDRUB_SPT;B;100018872664;;69.51;200000
USDRUB_SPT;B;100018875503;;69.51;100000
USDRUB_SPT;B;100018977075;;69.51;100000
USDRUB_SPT;B;100019084333;;69.51;100000
USDRUB_SPT;B;100019123487;;69.51;200000
USDRUB_SPT;B;100019126287;;69.51;100000
EUR_RUB__TOM;B;100019179226;;79.55;25000
USDRUB_SPT;B;100019248484;;69.51;200000
USDRUB_SPT;B;100019251325;;69.51;100000
USDRUB_SPT;B;100019364492;;69.51;100000
USDRUB_SPT;B;100019373300;;69.51;200000
USDRUB_SPT;B;100019376135;;69.51;100000
USDRUB_SPT;B;100019498375;;69.51;200000
USDRUB_SPT;B;100019501397;;69.51;100000
USDRUB_SPT;B;100019592712;;69.51;200000
USDRUB_SPT;B;100019595733;;69.51;100000
USDRUB_SPT;B;100019716319;;69.51;200000
USDRUB_SPT;B;100019719341;;69.51;100000
USDRUB_SPT;B;100019821200;;69.51;100000
USDRUB_SPT;B;100019821623;;69.51;100000
USDRUB_SPT;B;100019876345;;69.51;100000
USDRUB_SPT;B;100019998443;;69.51;200000
USDRUB_SPT;B;100020001446;;69.51;100000
USDRUB_SPT;B;100020123436;;69.51;100000
USDRUB_SPT;B;100020126564;;69.51;100000
USDRUB_SPT;B;100020249132;;69.51;200000
USDRUB_SPT;B;100020252118;;69.51;100000
EUR_RUB__TOM;S;100020349836;;79.66;100000
USDRUB_SPT;B;100020360010;;69.51;100000
USDRUB_SPT;B;100020405528;;69.51;100000
EUR_RUB__TOM;B;100020479866;185981536;79.66;5000
EUR_RUB__TOM;S;100020479866;185981536;79.66;5000
EUR_RUB__TOM;S;100020479866;;79.66;95000
EUR_RUB__TOM;B;100020480273;185981537;79.66;25000
EUR_RUB__TOM;S;100020480273;185981537;79.66;25000
EUR_RUB__TOM;S;100020480273;;79.66;70000
USDRUB_SPT;B;100020527821;;69.51;200000
USDRUB_SPT;B;100020530568;;69.51;100000
USDRUB_SPT;B;100020632227;;69.51;100000
USDRUB_SPT;B;100020655602;;69.51;100000
USD000UTSTOM;B;100020742953;;69.52;3000
USDRUB_SPT;B;100020810895;;69.51;200000
USDRUB_SPT;B;100020813681;;69.51;100000
USDRUB_SPT;B;100020921760;;69.51;100000
USDRUB_SPT;B;100020938566;;69.51;100000
USD000UTSTOM;B;100020947659;185981538;69.53;11000
USD000UTSTOM;S;100020947659;185981538;69.53;11000
USD000UTSTOM;S;100020947659;;69.53;122000
USDRUB_SPT;B;100021039700;;69.51;100000
USD000UTSTOM;B;100021105423;185981539;69.53;100000
USD000UTSTOM;S;100021105423;185981539;69.53;100000
USD000UTSTOM;S;100021105423;;69.53;22000
USDRUB_SPT;B;100021146359;;69.51;100000
USDRUB_SPT;B;100021157509;;69.51;100000
USDRUB_SPT;B;100021278424;;69.51;200000
USDRUB_SPT;B;100021281191;;69.51;100000
USDRUB_SPT;B;100021345113;;69.51;100000
USD000UTSTOM;B;100021408179;185981540;69.53;1000
USD000UTSTOM;S;100021408179;185981540;69.53;1000
USD000UTSTOM;S;100021408179;;69.53;21000
USDRUB_SPT;B;100021560765;;69.51;100000
USDRUB_SPT;B;100021595052;;69.51;100000
USDRUB_SPT;B;100021777462;;69.51;100000
USDRUB_SPT;B;100021879692;;69.51;100000
USDRUB_SPT;B;100021904922;;69.51;100000
CNYRUB_TOM;B;100021959136;;9.72;100000
USDRUB_SPT;B;100022031921;;69.51;100000
USDRUB_SPT;B;100022138564;;69.51;100000
USDRUB_SPT;B;100022156073;;69.51;100000
USDRUB_SPT;B;100022313798;;69.51;100000
USDRUB_SPT;B;100022414220;;69.51;100000
USDRUB_SPT;B;100022438090;;69.50;100000
USDRUB_SPT;B;100022539339;;69.51;100000
USDRUB_SPT;B;100022641301;;69.51;100000
USDRUB_SPT;B;100022672548;;69.50;100000
USDRUB_SPT;S;100022672612;;69.54;100000
USDRUB_SPT;B;100022673224;;69.49;100000
USD000UTSTOM;S;100022673640;;69.53;53000
USDRUB_SPT;S;100022674225;;69.54;100000
USDRUB_SPT;B;100022674297;;69.48;200000
USDRUB_SPT;B;100022675288;;69.49;100000
USDRUB_SPT;S;100022776020;;69.54;100000
USDRUB_SPT;S;100022776472;;69.54;100000
USDRUB_SPT;S;100022891922;;69.54;100000
USD000UTSTOM;S;100023028309;;69.53;103000
USD000UTSTOM;S;100023028316;;69.53;50000
USDRUB_SPT;S;100023028332;;69.52;100000
USDRUB_SPT;S;100023029113;;69.54;100000
USDRUB_SPT;S;100023149143;;69.52;100000
USDRUB_SPT;S;100023149607;;69.53;100000
USDRUB_SPT;S;100023257028;;69.52;100000
USDRUB_SPT;S;100023257471;;69.53;100000
USDRUB_SPT;B;100023262880;;69.48;200000
USDRUB_SPT;S;100023369024;;69.52;100000
USDRUB_SPT;S;100023369543;;69.53;100000
USDRUB_SPT;S;100023435700;;69.54;100000
USDRUB_SPT;B;100023435708;;69.49;100000
USD000UTSTOM;S;100023441557;;69.53;103000
USD000UTSTOM;S;100023441565;;69.53;53000
USDRUB_SPT;S;100023442031;;69.54;100000
USDRUB_SPT;S;100023702315;;69.53;100000
USDRUB_SPT;S;100023702988;;69.54;100000
USDRUB_SPT;S;100023708179;;69.54;100000
USDRUB_SPT;S;100023815993;;69.53;100000
USDRUB_SPT;S;100023816445;;69.54;100000
USDRUB_SPT;S;100023937457;;69.53;100000
USDRUB_SPT;S;100023937907;;69.54;100000
USDRUB_SPT;S;100024037719;;69.53;100000
USDRUB_SPT;S;100024038176;;69.54;100000
USDRUB_SPT;S;100024164638;;69.53;100000
USDRUB_SPT;S;100024165091;;69.53;100000
USDRUB_SPT;S;100024265626;;69.53;100000
USD000UTSTOM;B;100024594985;185981541;69.53;53000
USD000UTSTOM;B;100024594985;;69.53;97000
USD000UTSTOM;S;100024594985;185981541;69.53;53000
USD000UTSTOM;S;100024594985;;69.53;71000
USD000UTSTOM;B;100024594985;185981542;69.53;21000
USD000UTSTOM;B;100024594985;;69.53;76000
USD000UTSTOM;S;100024594985;185981542;69.53;21000
USD000UTSTOM;S;100024594985;;69.53;50000
USD000UTSTOM;B;100024594985;185981543;69.53;50000
USD000UTSTOM;B;100024594985;;69.53;26000
USD000UTSTOM;S;100024594985;185981543;69.53;50000
USD000UTSTOM;S;100024594985;;69.53;50000
USD000UTSTOM;S;100024595563;;69.54;50000
USD000UTSTOM;S;100024595605;;69.54;50000
USDRUB_SPT;B;100024595615;;-;-
USDRUB_SPT;S;100024595621;;-;-
USDRUB_SPT;S;100024598492;;69.55;100000
USDRUB_SPT;B;100024598498;;69.47;200000
USDRUB_SPT;B;100024599381;;69.49;100000
USDRUB_SPT;B;100024599806;;69.47;100000
USDRUB_SPT;B;100024701489;;69.49;100000
USDRUB_SPT;S;100024701499;;69.54;100000
USDRUB_SPT;B;100024701954;;69.47;100000
USDRUB_SPT;B;100024811000;;69.49;100000
USDRUB_SPT;B;100024811431;;69.47;100000
USDRUB_SPT;S;100024880358;;69.54;100000
USDRUB_SPT;B;100024914005;;69.49;100000
USDRUB_SPT;B;100024914453;;69.48;100000
